0.000000000,0.000843170,0.999814590
0.001126126,0.000843170,0.999799093
0.001126126,0.001686341,0.999798397
0.002252252,0.001686341,0.999798199
0.002252252,0.003372681,0.999787152
0.003378378,0.003372681,0.999785960
0.003378378,0.012647555,0.999748627
0.005630631,0.012647555,0.999747495
0.005630631,0.016020236,0.999741157
0.006756757,0.016020236,0.999739468
0.006756757,0.017706577,0.999737978
0.007882883,0.017706577,0.999735932
0.007882883,0.021079258,0.999731123
0.009009009,0.021079258,0.999731084
0.009009009,0.023608769,0.999726713
0.010135135,0.023608769,0.999726156
0.010135135,0.034569983,0.999697268
0.011261261,0.034569983,0.999692023
0.011261261,0.038785835,0.999682387
0.012387387,0.038785835,0.999676863
0.012387387,0.041315346,0.999669909
0.013513514,0.041315346,0.999668737
0.013513514,0.043844857,0.999666870
0.015765766,0.043844857,0.999665121
0.015765766,0.045531197,0.999656995
0.016891892,0.045531197,0.999656339
0.016891892,0.047217538,0.999653657
0.018018018,0.047217538,0.999652147
0.018018018,0.048060708,0.999651730
0.019144144,0.048060708,0.999650180
0.019144144,0.057335582,0.999633392
0.020270270,0.057335582,0.999632796
0.020270270,0.058178752,0.999629219
0.021396396,0.058178752,0.999628921
0.021396396,0.059021922,0.999628087
0.022522523,0.059021922,0.999626378
0.022522523,0.075885329,0.999591668
0.023648649,0.075885329,0.999591589
0.023648649,0.085160202,0.999569436
0.024774775,0.085160202,0.999567072
0.024774775,0.089376054,0.999558568
0.025900901,0.089376054,0.999554773
0.025900901,0.092748735,0.999548713
0.027027027,0.092748735,0.999548157
0.027027027,0.112984823,0.999494652
0.028153153,0.112984823,0.999492308
0.028153153,0.115514334,0.999487062
0.029279279,0.115514334,0.999485572
0.029279279,0.123102867,0.999448518
0.031531532,0.123102867,0.999448081
0.031531532,0.130691400,0.999414225
0.032657658,0.130691400,0.999413927
0.032657658,0.142495784,0.999342601
0.033783784,0.142495784,0.999340713
0.033783784,0.146711636,0.999317169
0.036036036,0.146711636,0.999306579
0.036036036,0.148397976,0.999292592
0.037162162,0.148397976,0.999291162
0.037162162,0.149241147,0.999283572
0.038288288,0.149241147,0.999278665
0.038288288,0.154300169,0.999261518
0.039414414,0.154300169,0.999257644
0.039414414,0.169477234,0.999188403
0.040540541,0.169477234,0.999187370
0.040540541,0.170320405,0.999186297
0.041666667,0.170320405,0.999184688
0.041666667,0.179595278,0.999141614
0.045045045,0.179595278,0.999125123
0.045045045,0.181281619,0.999119282
0.046171171,0.181281619,0.999116540
0.046171171,0.191399663,0.999082943
0.047297297,0.191399663,0.999081214
0.047297297,0.192242833,0.999078314
0.050675676,0.192242833,0.999074221
0.050675676,0.195615514,0.999069850
0.052927928,0.195615514,0.999066452
0.052927928,0.199831366,0.999038200
0.054054054,0.199831366,0.999036074
0.054054054,0.203204047,0.999025047
0.055180180,0.203204047,0.999020775
0.055180180,0.204047218,0.999018252
0.058558559,0.204047218,0.999003887
0.058558559,0.220910624,0.998917997
0.060810811,0.220910624,0.998897950
0.060810811,0.222596965,0.998883287
0.061936937,0.222596965,0.998882969
0.061936937,0.226812816,0.998839200
0.064189189,0.226812816,0.998832822
0.064189189,0.228499157,0.998828212
0.065315315,0.228499157,0.998827239
0.065315315,0.231871838,0.998809556
0.067567568,0.231871838,0.998803377
0.067567568,0.233558179,0.998798132
0.068693694,0.233558179,0.998795629
0.068693694,0.236930860,0.998776337
0.070945946,0.236930860,0.998763541
0.070945946,0.244519393,0.998731871
0.072072072,0.244519393,0.998728653
0.072072072,0.259696459,0.998645326
0.073198198,0.259696459,0.998635411
0.073198198,0.262225970,0.998625139
0.074324324,0.262225970,0.998618424
0.074324324,0.263912310,0.998609126
0.078828829,0.263912310,0.998598019
0.078828829,0.264755481,0.998596311
0.079954955,0.264755481,0.998575966
0.079954955,0.269814503,0.998540441
0.082207207,0.269814503,0.998531699
0.082207207,0.279932546,0.998472631
0.083333333,0.279932546,0.998464624
0.083333333,0.295952782,0.998335203
0.084459459,0.295952782,0.998323321
0.084459459,0.298482293,0.998302122
0.085585586,0.298482293,0.998295486
0.085585586,0.301854975,0.998261968
0.086711712,0.301854975,0.998253147
0.086711712,0.306913997,0.998232226
0.087837838,0.306913997,0.998228749
0.087837838,0.310286678,0.998223682
0.088963964,0.310286678,0.998214185
0.088963964,0.311973019,0.998200556
0.090090090,0.311973019,0.998172124
0.090090090,0.315345700,0.998136103
0.091216216,0.315345700,0.998135328
0.091216216,0.317875211,0.998100479
0.093468468,0.317875211,0.998085976
0.093468468,0.320404722,0.998075267
0.094594595,0.320404722,0.998068134
0.094594595,0.325463744,0.998038491
0.095720721,0.325463744,0.998037795
0.095720721,0.326306914,0.998033106
0.096846847,0.326306914,0.998032610
0.096846847,0.327150084,0.998030285
0.097972973,0.327150084,0.998027722
0.097972973,0.334738617,0.997981032
0.099099099,0.334738617,0.997977376
0.099099099,0.337268128,0.997968574
0.101351351,0.337268128,0.997951647
0.101351351,0.352445194,0.997818788
0.102477477,0.352445194,0.997816960
0.102477477,0.355817875,0.997720242
0.104729730,0.355817875,0.997714361
0.104729730,0.365935919,0.997571051
0.105855856,0.365935919,0.997552733
0.105855856,0.367622260,0.997547229
0.106981982,0.367622260,0.997534335
0.106981982,0.368465430,0.997528851
0.108108108,0.368465430,0.997511089
0.108108108,0.369308600,0.997503241
0.109234234,0.369308600,0.997501274
0.109234234,0.370151771,0.997487207
0.110360360,0.370151771,0.997482121
0.110360360,0.371838111,0.997449378
0.111486486,0.371838111,0.997442365
0.111486486,0.372681282,0.997422834
0.112612613,0.372681282,0.997420530
0.112612613,0.384485666,0.997210960
