FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
1.444981998,0.828228176,0.793305457,0.859387934
1.445769577,0.828228176,0.793305457,0.859387934
1.446557156,0.828303039,0.793305457,0.859387934
1.447344734,0.828368902,0.793305457,0.859387934
1.448132313,0.828368902,0.793305457,0.859387934
1.448919892,0.828452170,0.793339014,0.859387934
1.449707471,0.828531921,0.793339014,0.859517872
1.450495050,0.828601182,0.793402791,0.859517872
1.451282628,0.828601182,0.793402791,0.859517872
1.452070207,0.828645110,0.793402791,0.859517872
1.452857786,0.828695655,0.793733656,0.859517872
1.453645365,0.828695655,0.793733656,0.859517872
1.454432943,0.828751326,0.793733656,0.859517872
1.455220522,0.828809023,0.793733656,0.859517872
1.456008101,0.828809023,0.793733656,0.859517872
1.456795680,0.828865349,0.793733656,0.859517872
1.457583258,0.828922212,0.793733656,0.859517872
1.458370837,0.828976929,0.794192970,0.859531760
1.459158416,0.828976929,0.794192970,0.859531760
1.459945995,0.829041243,0.794192970,0.859531760
1.460733573,0.829091907,0.794192970,0.859634578
1.461521152,0.829091907,0.794192970,0.859634578
1.462308731,0.829154372,0.795046985,0.859740257
1.463096310,0.829240501,0.795046985,0.859740257
1.463883888,0.829240501,0.795046985,0.859740257
1.464671467,0.829302311,0.795644879,0.859740257
1.465459046,0.829363227,0.795644879,0.860224307
1.466246625,0.829416931,0.795751631,0.860224307
1.467034203,0.829416931,0.795751631,0.860224307
1.467821782,0.829476178,0.795751631,0.860224307
1.468609361,0.829538763,0.795934975,0.860224307
1.469396940,0.829538763,0.795934975,0.860224307
1.470184518,0.829611897,0.795934975,0.860224307
1.470972097,0.829664290,0.796327233,0.860224307
1.471759676,0.829664290,0.796327233,0.860224307
1.472547255,0.829740167,0.796327233,0.860224307
1.473334833,0.829793036,0.796327233,0.860445917
1.474122412,0.829861224,0.796327233,0.860445917
1.474909991,0.829861224,0.796327233,0.860445917
1.475697570,0.829934716,0.796482384,0.860445917
1.476485149,0.829988778,0.796482384,0.860445917
1.477272727,0.829988778,0.796482384,0.860445917
1.478060306,0.830046952,0.796482384,0.860445917
1.478847885,0.830105603,0.796482384,0.860445917
1.479635464,0.830105603,0.796482384,0.860445917
1.480423042,0.830141366,0.796482384,0.860445917
1.481210621,0.830203593,0.796638668,0.860445917
1.481998200,0.830276251,0.796754897,0.860445917
1.482785779,0.830276251,0.796754897,0.860445917
1.483573357,0.830348730,0.796754897,0.860445917
1.484360936,0.830419898,0.796754897,0.860445917
1.485148515,0.830419898,0.796754897,0.860445917
1.485936094,0.830480576,0.797185421,0.860815585
1.486723672,0.830551267,0.797185421,0.860815585
1.487511251,0.830551267,0.797185421,0.860815585
1.488298830,0.830610991,0.797307968,0.860815585
1.489086409,0.830681384,0.797307968,0.860815585
1.489873987,0.830748141,0.797307968,0.860815585
1.490661566,0.830748141,0.797307968,0.860815585
1.491449145,0.830801070,0.797307968,0.860815585
1.492236724,0.830852807,0.797743082,0.860815585
1.493024302,0.830852807,0.797743082,0.860815585
1.493811881,0.830912769,0.797743082,0.860815585
1.494599460,0.830990434,0.798611104,0.860815585
1.495387039,0.830990434,0.798611104,0.860815585
1.496174617,0.831054926,0.798611104,0.860815585
1.496962196,0.831122220,0.798611104,0.860915482
1.497749775,0.831167638,0.798891544,0.860915482
1.498537354,0.831167638,0.798891544,0.860915482
1.499324932,0.831219614,0.798891544,0.861040056
1.500112511,0.831287503,0.798891544,0.861178398
1.500900090,0.831287503,0.798891544,0.861178398
1.501687669,0.831355572,0.798891544,0.861178398
1.502475248,0.831402421,0.798891544,0.861180365
1.503262826,0.831402421,0.798891544,0.861180365
1.504050405,0.831449747,0.798891544,0.861180365
1.504837984,0.831496954,0.798891544,0.861180365
1.505625563,0.831496954,0.798891544,0.861180365
1.506413141,0.831576765,0.798891544,0.861180365
1.507200720,0.831651270,0.798891544,0.861180365
1.507988299,0.831707239,0.798891544,0.861204028
1.508775878,0.831707239,0.798891544,0.861204028
1.509563456,0.831771791,0.798891544,0.861231565
1.510351035,0.831823766,0.798891544,0.861231565
1.511138614,0.831823766,0.798891544,0.861231565
1.511926193,0.831881225,0.798891544,0.861231565
1.512713771,0.831961215,0.798891544,0.861271679
1.513501350,0.831961215,0.798891544,0.861271679
1.514288929,0.831997097,0.798891544,0.861271679
1.515076508,0.832057595,0.798891544,0.861271679
1.515864086,0.832104981,0.798891544,0.861271679
1.516651665,0.832104981,0.798891544,0.861271679
1.517439244,0.832192242,0.799183667,0.861512303
1.518226823,0.832265556,0.799479187,0.861512303
1.519014401,0.832265556,0.799479187,0.861512303
1.519801980,0.832323670,0.799479187,0.861736357
1.520589559,0.832397223,0.799479187,0.861985445
1.521377138,0.832397223,0.799479187,0.861985445
1.522164716,0.832443357,0.799479187,0.861985445
1.522952295,0.832495749,0.799479187,0.861985445
1.523739874,0.832536459,0.799479187,0.861985445
1.524527453,0.832536459,0.799479187,0.861985445
1.525315032,0.832605362,0.799479187,0.861985445
1.526102610,0.832657576,0.799479187,0.861985445
1.526890189,0.832657576,0.799479187,0.861985445
1.527677768,0.832723975,0.799479187,0.861985445
1.528465347,0.832783520,0.799479187,0.861985445
1.529252925,0.832783520,0.799479187,0.861985445
1.530040504,0.832847416,0.799479187,0.861985445
1.530828083,0.832908571,0.799479187,0.861985445
1.531615662,0.832949698,0.799479187,0.862393141
1.532403240,0.832949698,0.799479187,0.862393141
1.533190819,0.833013952,0.799668849,0.862393141
1.533978398,0.833063722,0.799668849,0.862540185
1.534765977,0.833063722,0.799668849,0.862540185
1.535553555,0.833121896,0.799668849,0.862540185
1.536341134,0.833167493,0.800000012,0.862540185
1.537128713,0.833167493,0.800000012,0.862540185
1.537916292,0.833234131,0.800000012,0.862540185
1.538703870,0.833280683,0.800170779,0.862540185
1.539491449,0.833322883,0.800170779,0.862614512
1.540279028,0.833322883,0.800170779,0.862614512
1.541066607,0.833379865,0.800170779,0.862614512
1.541854185,0.833436906,0.801042557,0.862614512
1.542641764,0.833436906,0.801042557,0.862614512
1.543429343,0.833491802,0.801215291,0.862676084
1.544216922,0.833548069,0.801215291,0.862676084
1.545004500,0.833548069,0.801215291,0.862676084
1.545792079,0.833605587,0.801215291,0.862676084
1.546579658,0.833656073,0.801215291,0.862676084
1.547367237,0.833710015,0.801215291,0.862676084
1.548154815,0.833710015,0.801215291,0.862676084
1.548942394,0.833752334,0.801215291,0.862676084
1.549729973,0.833804488,0.801215291,0.862676084
1.550517552,0.833804488,0.801215291,0.862676084
1.551305131,0.833849192,0.801215291,0.862956822
1.552092709,0.833897054,0.801215291,0.862956822
1.552880288,0.833897054,0.801215291,0.862956822
1.553667867,0.833948731,0.801215291,0.863203466
1.554455446,0.833991587,0.801335573,0.863203466
1.555243024,0.834034443,0.802448988,0.863203466
1.556030603,0.834034443,0.802448988,0.863203466
1.556818182,0.834069312,0.802448988,0.863475204
1.557605761,0.834105074,0.802448988,0.863475204
1.558393339,0.834105074,0.802448988,0.863475204
1.559180918,0.834155738,0.802448988,0.863475204
1.559968497,0.834196806,0.802448988,0.863475204
1.560756076,0.834196806,0.802448988,0.863475204
1.561543654,0.834264576,0.802448988,0.863475204
1.562331233,0.834302306,0.802448988,0.863475204
1.563118812,0.834362745,0.802520990,0.863475204
1.563906391,0.834362745,0.802520990,0.863475204
1.564693969,0.834420025,0.802520990,0.863475204
1.565481548,0.834472060,0.802520990,0.863523602
1.566269127,0.834472060,0.802520990,0.863523602
1.567056706,0.834510267,0.802780211,0.863523602
1.567844284,0.834564447,0.803380787,0.863523602
1.568631863,0.834564447,0.803380787,0.863523602
1.569419442,0.834609032,0.803380787,0.863559306
1.570207021,0.834658861,0.803380787,0.863559306
1.570994599,0.834701300,0.803642094,0.863559306
1.571782178,0.834701300,0.803642094,0.863559306
1.572569757,0.834741533,0.803642094,0.863674164
1.573357336,0.834784329,0.803642094,0.863674164
1.574144914,0.834784329,0.803642094,0.863674164
1.574932493,0.834828496,0.803642094,0.863674164
1.575720072,0.834886491,0.803642094,0.863674164
1.576507651,0.834886491,0.803642094,0.863674164
1.577295230,0.834933460,0.804020107,0.863674164
1.578082808,0.834989011,0.804270446,0.863674164
1.578870387,0.835030377,0.804270446,0.863674164
1.579657966,0.835030377,0.804270446,0.863674164
1.580445545,0.835065424,0.804273486,0.863674164
1.581233123,0.835128307,0.804273486,0.863777101
1.582020702,0.835128307,0.804273486,0.863777101
1.582808281,0.835155368,0.804273486,0.863777101
1.583595860,0.835195422,0.804273486,0.863777101
1.584383438,0.835195422,0.804273486,0.863777101
1.585171017,0.835239232,0.804273486,0.863777101
1.585958596,0.835292935,0.804273486,0.863777101
1.586746175,0.835342169,0.804273486,0.863777101
1.587533753,0.835342169,0.804273486,0.863777101
1.588321332,0.835384429,0.804505229,0.863777101
1.589108911,0.835418463,0.804505229,0.863777101
1.589896490,0.835418463,0.804505229,0.863777101
1.590684068,0.835479259,0.804505229,0.863777101
1.591471647,0.835533202,0.804505229,0.863777101
1.592259226,0.835533202,0.804505229,0.863777101
1.593046805,0.835584641,0.804505229,0.863777101
1.593834383,0.835613549,0.804517806,0.863777101
1.594621962,0.835643649,0.804517806,0.864147902
1.595409541,0.835643649,0.804517806,0.864147902
1.596197120,0.835699975,0.804517806,0.864147902
1.596984698,0.835729480,0.804517806,0.864406765
1.597772277,0.835729480,0.804517806,0.864406765
1.598559856,0.835776865,0.804674447,0.864406765
1.599347435,0.835813880,0.804674447,0.864406765
1.600135014,0.835813880,0.804674447,0.864406765
1.600922592,0.835851908,0.804674447,0.864406765
1.601710171,0.835891426,0.804674447,0.864406765
1.602497750,0.835926175,0.804674447,0.864406765
1.603285329,0.835926175,0.804674447,0.864406765
1.604072907,0.835975707,0.804674447,0.864406765
1.604860486,0.836016357,0.805647850,0.864406765
1.605648065,0.836016357,0.805647850,0.864406765
1.606435644,0.836053848,0.805647850,0.864406765
1.607223222,0.836094856,0.805647850,0.864494026
1.608010801,0.836094856,0.805647850,0.864494026
1.608798380,0.836131573,0.805982888,0.864494026
1.609585959,0.836170614,0.805982888,0.864494026
1.610373537,0.836218774,0.805982888,0.864494026
1.611161116,0.836218774,0.805982888,0.864494026
1.611948695,0.836276174,0.805982888,0.864494026
1.612736274,0.836320996,0.805982888,0.864494026
1.613523852,0.836320996,0.805982888,0.864494026
1.614311431,0.836364925,0.806255460,0.864494026
1.615099010,0.836416006,0.806809187,0.864538372
1.615886589,0.836416006,0.806809187,0.864538372
1.616674167,0.836467326,0.806809187,0.865177810
1.617461746,0.836505949,0.806809187,0.865177810
1.618249325,0.836545646,0.806809187,0.865177810
1.619036904,0.836545646,0.806809187,0.865177810
1.619824482,0.836575925,0.806809187,0.865177810
1.620612061,0.836629152,0.806809187,0.865177810
1.621399640,0.836629152,0.806809187,0.865177810
1.622187219,0.836677969,0.806809187,0.865177810
1.622974797,0.836713493,0.806809187,0.865177810
1.623762376,0.836713493,0.806809187,0.865177810
1.624549955,0.836752295,0.806809187,0.865177810
1.625337534,0.836796999,0.806809187,0.865177810
1.626125113,0.836796999,0.806809187,0.865177810
1.626912691,0.836847425,0.806809187,0.865177810
1.627700270,0.836884081,0.806809187,0.865177810
1.628487849,0.836912870,0.806809187,0.865177810
1.629275428,0.836912870,0.806809187,0.865177810
1.630063006,0.836949885,0.806809187,0.865177810
1.630850585,0.836975932,0.806809187,0.865177810
1.631638164,0.836975932,0.806809187,0.865177810
1.632425743,0.837024271,0.807124257,0.865177810
1.633213321,0.837067485,0.807291687,0.865177810
1.634000900,0.837067485,0.807291687,0.865177810
1.634788479,0.837115228,0.807291687,0.865177810
1.635576058,0.837168097,0.807563007,0.865177810
1.636363636,0.837212026,0.807993054,0.865254223
1.637151215,0.837212026,0.807993054,0.865254223
1.637938794,0.837256849,0.807993054,0.865254223
1.638726373,0.837315142,0.807993054,0.865316927
1.639513951,0.837315142,0.807993054,0.865316927
1.640301530,0.837359786,0.807993054,0.865316927
1.641089109,0.837398589,0.807993054,0.865316927
1.641876688,0.837398589,0.807993054,0.865316927
1.642664266,0.837442935,0.807993054,0.865316927
1.643451845,0.837479830,0.807993054,0.865316927
1.644239424,0.837514043,0.807993054,0.865316927
1.645027003,0.837514043,0.807993054,0.865316927
1.645814581,0.837554395,0.807993054,0.865448534
1.646602160,0.837596536,0.807993054,0.866197169
1.647389739,0.837596536,0.807993054,0.866197169
1.648177318,0.837643802,0.807993054,0.866197169
1.648964896,0.837686241,0.808616400,0.866197169
1.649752475,0.837686241,0.808616400,0.866197169
1.650540054,0.837733209,0.808616400,0.866197169
1.651327633,0.837795556,0.808616400,0.866197169
1.652115212,0.837836564,0.808616400,0.866197169
1.652902790,0.837836564,0.808616400,0.866197169
1.653690369,0.837881684,0.808616400,0.866197169
1.654477948,0.837923944,0.809027791,0.866197169
1.655265527,0.837923944,0.809027791,0.866197169
1.656053105,0.837965369,0.809027791,0.866197169
1.656840684,0.838002563,0.809027791,0.866197169
1.657628263,0.838002563,0.809027791,0.866197169
1.658415842,0.838027954,0.809027791,0.866197169
1.659203420,0.838066757,0.809027791,0.866197169
1.659990999,0.838110209,0.809027791,0.866197169
1.660778578,0.838110209,0.809027791,0.866197169
1.661566157,0.838146269,0.809027791,0.866209269
1.662353735,0.838186383,0.809027791,0.866209269
1.663141314,0.838186383,0.809027791,0.866209269
1.663928893,0.838206291,0.809027791,0.866209269
1.664716472,0.838249266,0.809991062,0.866209269
1.665504050,0.838249266,0.809991062,0.866209269
1.666291629,0.838284314,0.809991062,0.866209269
1.667079208,0.838321269,0.809991062,0.866209269
1.667866787,0.838355839,0.811206877,0.866209269
1.668654365,0.838355839,0.811206877,0.866209269
1.669441944,0.838393569,0.811206877,0.866209269
1.670229523,0.838415444,0.811206877,0.866226256
1.671017102,0.838415444,0.811206877,0.866226256
1.671804680,0.838438749,0.811206877,0.866226256
1.672592259,0.838471115,0.811206877,0.866226256
1.673379838,0.838471115,0.811206877,0.866226256
1.674167417,0.838500261,0.811206877,0.866226256
1.674954995,0.838544846,0.811453760,0.866226256
1.675742574,0.838570058,0.811453760,0.866226256
1.676530153,0.838570058,0.811453760,0.866226256
1.677317732,0.838611424,0.811453760,0.866226256
1.678105311,0.838667691,0.811453760,0.866226256
1.678892889,0.838667691,0.811453760,0.866226256
1.679680468,0.838695288,0.811453760,0.866226256
1.680468047,0.838711262,0.811453760,0.866226256
1.681255626,0.838711262,0.811453760,0.866226256
1.682043204,0.838743210,0.811453760,0.866226256
1.682830783,0.838769078,0.811453760,0.866226256
1.683618362,0.838815093,0.811453760,0.866226256
1.684405941,0.838815093,0.811453760,0.866226256
1.685193519,0.838838458,0.811453760,0.866226256
1.685981098,0.838869691,0.811453760,0.866226256
1.686768677,0.838869691,0.811453760,0.866226256
1.687556256,0.838920116,0.811453760,0.866226256
1.688343834,0.838947415,0.811453760,0.866226256
1.689131413,0.838947415,0.811453760,0.866226256
1.689918992,0.838983178,0.811557770,0.866226256
1.690706571,0.839010358,0.811557770,0.866559505
1.691494149,0.839048803,0.811557770,0.866559505
1.692281728,0.839048803,0.811557770,0.866559505
1.693069307,0.839063883,0.811557770,0.866559505
1.693856886,0.839100301,0.811557770,0.866559505
1.694644464,0.839100301,0.811557770,0.866559505
1.695432043,0.839131594,0.811557770,0.866949141
1.696219622,0.839145780,0.811557770,0.866949141
1.697007201,0.839145780,0.811557770,0.866949141
1.697794779,0.839176118,0.811557770,0.866949141
1.698582358,0.839213490,0.811557770,0.866949141
1.699369937,0.839234591,0.811557770,0.866949141
1.700157516,0.839234591,0.811557770,0.866949141
1.700945095,0.839267254,0.811557770,0.866949141
1.701732673,0.839309454,0.811677635,0.866949141
1.702520252,0.839309454,0.811677635,0.866949141
1.703307831,0.839328885,0.811677635,0.866949141
1.704095410,0.839355826,0.811677635,0.866949141
1.704882988,0.839355826,0.811677635,0.866949141
1.705670567,0.839384675,0.811677635,0.866949141
1.706458146,0.839430988,0.811677635,0.866949141
1.707245725,0.839464605,0.812345684,0.866949141
1.708033303,0.839464605,0.812345684,0.866949141
1.708820882,0.839500666,0.812605023,0.866949141
1.709608461,0.839527488,0.812605023,0.866949141
1.710396040,0.839527488,0.812605023,0.866949141
1.711183618,0.839560568,0.812605023,0.866949141
1.711971197,0.839607418,0.812605023,0.866949141
1.712758776,0.839607418,0.812605023,0.866949141
1.713546355,0.839635849,0.812605023,0.866949141
1.714333933,0.839666069,0.812605023,0.866949141
1.715121512,0.839705586,0.812605023,0.866949141
1.715909091,0.839705586,0.812605023,0.866949141
1.716696670,0.839748442,0.812605023,0.866949141
1.717484248,0.839775860,0.812605023,0.866949141
1.718271827,0.839775860,0.812605023,0.866949141
1.719059406,0.839806259,0.812605023,0.866949141
1.719846985,0.839841783,0.812605023,0.866949141
1.720634563,0.839841783,0.812605023,0.866949141
1.721422142,0.839874864,0.812605023,0.866949141
1.722209721,0.839894354,0.812605023,0.867007673
1.722997300,0.839919508,0.812605023,0.867007673
1.723784878,0.839919508,0.812605023,0.867007673
1.724572457,0.839950442,0.812605023,0.867007673
1.725360036,0.839979887,0.812607944,0.867007673
1.726147615,0.839979887,0.812607944,0.867007673
1.726935194,0.840005994,0.812607944,0.867007673
1.727722772,0.840021968,0.812607944,0.867007673
1.728510351,0.840021968,0.812607944,0.867007673
1.729297930,0.840046883,0.812607944,0.867007673
1.730085509,0.840084851,0.812607944,0.867077470
1.730873087,0.840117097,0.812607944,0.867077470
1.731660666,0.840117097,0.812607944,0.867077470
1.732448245,0.840143085,0.812607944,0.867077470
1.733235824,0.840172231,0.812607944,0.867077470
1.734023402,0.840172231,0.812607944,0.867077470
1.734810981,0.840202749,0.812607944,0.867109656
1.735598560,0.840229511,0.812667251,0.867109656
1.736386139,0.840229511,0.812667251,0.867109656
1.737173717,0.840261281,0.812667251,0.867109656
1.737961296,0.840285778,0.812667251,0.867109656
1.738748875,0.840311170,0.812667251,0.867109656
1.739536454,0.840311170,0.812667251,0.867109656
1.740324032,0.840328753,0.812667251,0.867109656
1.741111611,0.840361774,0.812667251,0.867109656
1.741899190,0.840361774,0.812667251,0.867109656
1.742686769,0.840390384,0.812667251,0.867109656
1.743474347,0.840409696,0.812667251,0.867109656
1.744261926,0.840409696,0.812667251,0.867109656
1.745049505,0.840439856,0.812820494,0.867109656
1.745837084,0.840471923,0.813322365,0.867109656
1.746624662,0.840518177,0.813322365,0.867338359
1.747412241,0.840518177,0.813322365,0.867338359
1.748199820,0.840553343,0.813322365,0.867338359
1.748987399,0.840581536,0.813322365,0.867338359
1.749774977,0.840581536,0.813322365,0.867338359
1.750562556,0.840604961,0.813322365,0.867338359
1.751350135,0.840639830,0.813559294,0.867338359
1.752137714,0.840639830,0.813559294,0.867338359
1.752925293,0.840679288,0.813559294,0.867338359
1.753712871,0.840700448,0.813559294,0.867363334
1.754500450,0.840700448,0.813559294,0.867363334
1.755288029,0.840739250,0.813559294,0.867363334
1.756075608,0.840766609,0.813559294,0.867363334
1.756863186,0.840798199,0.813559294,0.867363334
1.757650765,0.840798199,0.813559294,0.867363334
1.758438344,0.840823591,0.813559294,0.867363334
1.759225923,0.840848148,0.813559294,0.867363334
1.760013501,0.840848148,0.813559294,0.867363334
1.760801080,0.840875864,0.813559294,0.867363334
1.761588659,0.840906799,0.813559294,0.867363334
1.762376238,0.840906799,0.813559294,0.867363334
1.763163816,0.840935826,0.813559294,0.867363334
1.763951395,0.840974271,0.813559294,0.867363334
1.764738974,0.840994656,0.813559294,0.867363334
1.765526553,0.840994656,0.813559294,0.867363334
1.766314131,0.841018260,0.813559294,0.867363334
1.767101710,0.841054559,0.813559294,0.867363334
1.767889289,0.841054559,0.813559294,0.867363334
1.768676868,0.841091633,0.813559294,0.867363334
1.769464446,0.841122806,0.813559294,0.867363334
1.770252025,0.841122806,0.813559294,0.867363334
1.771039604,0.841148973,0.813991785,0.867363334
1.771827183,0.841167808,0.814406753,0.867363334
1.772614761,0.841195047,0.814406753,0.867363334
1.773402340,0.841195047,0.814406753,0.867363334
1.774189919,0.841219366,0.814406753,0.867363334
1.774977498,0.841256320,0.814406753,0.867363334
1.775765077,0.841256320,0.814406753,0.867363334
1.776552655,0.841281593,0.814814806,0.867363334
1.777340234,0.841304183,0.814814806,0.867363334
1.778127813,0.841304183,0.814814806,0.867363334
1.778915392,0.841326296,0.814814806,0.867363334
1.779702970,0.841364741,0.814907849,0.868131876
1.780490549,0.841394305,0.815126061,0.868131876
1.781278128,0.841394305,0.815126061,0.868131876
1.782065707,0.841414928,0.815126061,0.868131876
1.782853285,0.841447711,0.815126061,0.868131876
1.783640864,0.841447711,0.815126061,0.868131876
1.784428443,0.841463268,0.815126061,0.868131876
1.785216022,0.841482222,0.815126061,0.868131876
1.786003600,0.841482222,0.815126061,0.868131876
1.786791179,0.841502249,0.815517247,0.868131876
1.787578758,0.841529071,0.815517247,0.868131876
1.788366337,0.841555715,0.815517247,0.868131876
1.789153915,0.841555715,0.815517247,0.868131876
1.789941494,0.841575325,0.815517247,0.868131876
1.790729073,0.841606557,0.815517247,0.868131876
1.791516652,0.841606557,0.815517247,0.868131876
1.792304230,0.841622591,0.815518618,0.868202746
1.793091809,0.841645837,0.815518618,0.868202746
1.793879388,0.841645837,0.815518618,0.868202746
1.794666967,0.841677606,0.815518618,0.868202746
1.795454545,0.841708660,0.815518618,0.868202746
1.796242124,0.841724753,0.815518618,0.868202746
1.797029703,0.841724753,0.815518618,0.868202746
1.797817282,0.841751635,0.815518618,0.868202746
1.798604860,0.841779828,0.815518618,0.868202746
1.799392439,0.841779828,0.815518618,0.868202746
1.800180018,0.841807604,0.815518618,0.868202746
1.800967597,0.841844440,0.815518618,0.868202746
1.801755176,0.841844440,0.815518618,0.868202746
1.802542754,0.841864645,0.815518618,0.868712723
1.803330333,0.841882408,0.815518618,0.868712723
1.804117912,0.841894150,0.815518618,0.868712723
1.804905491,0.841894150,0.815518618,0.868712723
1.805693069,0.841916859,0.815966368,0.868712723
1.806480648,0.841934502,0.815966368,0.868712723
1.807268227,0.841934502,0.815966368,0.868712723
1.808055806,0.841950774,0.815966368,0.868712723
1.808843384,0.841969311,0.815966368,0.868712723
1.809630963,0.841969311,0.815966368,0.868712723
1.810418542,0.841996193,0.815966368,0.868712723
1.811206121,0.842010915,0.815966368,0.868712723
1.811993699,0.842032731,0.815966368,0.868712723
1.812781278,0.842032731,0.815966368,0.868712723
1.813568857,0.842060685,0.815966368,0.868712723
1.814356436,0.842081070,0.815966368,0.868712723
1.815144014,0.842081070,0.815966368,0.868712723
1.815931593,0.842105448,0.815966368,0.868712723
1.816719172,0.842117429,0.816091955,0.868712723
1.817506751,0.842117429,0.816091955,0.868712723
1.818294329,0.842150271,0.816091955,0.868712723
1.819081908,0.842169404,0.816091955,0.868712723
1.819869487,0.842187822,0.816091955,0.868712723
1.820657066,0.842187822,0.816091955,0.868712723
1.821444644,0.842208862,0.816091955,0.868712723
1.822232223,0.842234135,0.816666663,0.868712723
1.823019802,0.842234135,0.816666663,0.868712723
1.823807381,0.842269182,0.816666663,0.868838012
1.824594959,0.842293680,0.816666663,0.868838012
1.825382538,0.842293680,0.816666663,0.868838012
1.826170117,0.842311084,0.816666663,0.868838012
1.826957696,0.842329860,0.816666663,0.868838012
1.827745275,0.842356086,0.816666663,0.868838012
1.828532853,0.842356086,0.816666663,0.868838012
1.829320432,0.842378378,0.816666663,0.868838012
1.830108011,0.842408419,0.816666663,0.868838012
1.830895590,0.842408419,0.816666663,0.868838012
1.831683168,0.842426896,0.816666663,0.868838012
1.832470747,0.842450142,0.816806734,0.868838012
1.833258326,0.842450142,0.816806734,0.868838012
1.834045905,0.842472017,0.816806734,0.868838012
1.834833483,0.842491806,0.816806734,0.868838012
1.835621062,0.842518568,0.816806734,0.868838012
1.836408641,0.842518568,0.816806734,0.868838012
1.837196220,0.842541277,0.816806734,0.868971050
1.837983798,0.842565060,0.816806734,0.868971050
1.838771377,0.842565060,0.816806734,0.868971050
1.839558956,0.842593372,0.816806734,0.868971050
1.840346535,0.842614353,0.816806734,0.868971050
1.841134113,0.842614353,0.816806734,0.868971050
1.841921692,0.842634559,0.816925704,0.868971050
1.842709271,0.842664182,0.816925704,0.868971050
1.843496850,0.842697084,0.817656755,0.868971050
1.844284428,0.842697084,0.817656755,0.868971050
1.845072007,0.842718184,0.817656755,0.869017661
1.845859586,0.842744470,0.817886174,0.869078398
1.846647165,0.842744470,0.817886174,0.869078398
1.847434743,0.842774987,0.817886174,0.869078398
1.848222322,0.842808485,0.817886174,0.869198322
1.849009901,0.842808485,0.817886174,0.869198322
1.849797480,0.842827022,0.817886174,0.869198322
1.850585059,0.842843115,0.817886174,0.869198322
1.851372637,0.842866719,0.817886174,0.869198322
1.852160216,0.842866719,0.817886174,0.869198322
1.852947795,0.842892706,0.817886174,0.869198322
1.853735374,0.842906117,0.817886174,0.869198322
1.854522952,0.842906117,0.817886174,0.869198322
1.855310531,0.842934310,0.818108976,0.869491518
1.856098110,0.842952847,0.818108976,0.869491518
1.856885689,0.842952847,0.818108976,0.869491518
1.857673267,0.842969358,0.818108976,0.869491518
1.858460846,0.842992783,0.818108976,0.869601309
1.859248425,0.843015730,0.818108976,0.869601309
1.860036004,0.843015730,0.818108976,0.869601309
1.860823582,0.843046784,0.818108976,0.869601309
1.861611161,0.843067408,0.818181813,0.869601309
1.862398740,0.843067408,0.818181813,0.869601309
1.863186319,0.843089402,0.818181813,0.869601309
1.863973897,0.843113720,0.818181813,0.869601309
1.864761476,0.843113720,0.818181813,0.869601309
1.865549055,0.843132615,0.818181813,0.869601309
1.866336634,0.843150735,0.818181813,0.869601309
1.867124212,0.843167663,0.818181813,0.869718313
1.867911791,0.843167663,0.818181813,0.869718313
1.868699370,0.843186855,0.818181813,0.869718313
1.869486949,0.843200803,0.818181813,0.869718313
1.870274527,0.843200803,0.818181813,0.869718313
1.871062106,0.843231559,0.818181813,0.869718313
1.871849685,0.843253672,0.818965495,0.869718313
1.872637264,0.843253672,0.818965495,0.869718313
1.873424842,0.843272924,0.818965495,0.869718313
1.874212421,0.843298197,0.818965495,0.869718313
1.875000000,0.843317389,0.818965495,0.869718313
1.875787579,0.843321621,0.818965495,0.869718313
1.876575158,0.843347430,0.818965495,0.869718313
1.877362736,0.843374252,0.818965495,0.869718313
1.878150315,0.843374252,0.818965495,0.869718313
1.878937894,0.843382716,0.818965495,0.869718313
1.879725473,0.843400538,0.818965495,0.869718313
1.880513051,0.843400538,0.818965495,0.869718313
1.881300630,0.843415797,0.818979263,0.869718313
1.882088209,0.843432665,0.818979263,0.869718313
1.882875788,0.843432665,0.818979263,0.869718313
1.883663366,0.843451798,0.818979263,0.869822502
1.884450945,0.843482614,0.818979263,0.870417714
1.885238524,0.843497694,0.818979263,0.870431900
1.886026103,0.843497694,0.818979263,0.870431900
1.886813681,0.843522072,0.818979263,0.870491803
1.887601260,0.843546569,0.819095492,0.870491803
1.888388839,0.843546569,0.819095492,0.870491803
1.889176418,0.843566537,0.819246888,0.870491803
1.889963996,0.843589306,0.819246888,0.870491803
1.890751575,0.843589306,0.819246888,0.870491803
1.891539154,0.843606234,0.819246888,0.870491803
1.892326733,0.843623757,0.819246888,0.870491803
1.893114311,0.843640327,0.819246888,0.870491803
1.893901890,0.843640327,0.819246888,0.870491803
1.894689469,0.843675554,0.819246888,0.870491803
1.895477048,0.843690574,0.819246888,0.870491803
1.896264626,0.843690574,0.819246888,0.870491803
1.897052205,0.843714714,0.819246888,0.870491803
1.897839784,0.843724012,0.819246888,0.870491803
1.898627363,0.843724012,0.819246888,0.870491803
1.899414941,0.843742549,0.819246888,0.870491803
1.900202520,0.843763709,0.819246888,0.870491803
1.900990099,0.843788087,0.819246888,0.870491803
1.901777678,0.843788087,0.819246888,0.870491803
